code_activite_icpe,origine_pollution,type_pollution,produits,etat_site,code_insee
K36,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76322
K36,Dépôt sauvage de déchets,"Dépôt enterré, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76498
K36,Dépôt sauvage de déchets,"Dépôt enterré, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76498
D42,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76305
K21,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76498
G14,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76575
,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt enterré, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76575
D13,,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76351
D12,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76305
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76489
,Autre,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76499
D12,Autre,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76476
J1,Liquidation ou cessation d'activité,Dépôt enterré,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76254
D12,Pollution due au fonctionnement de l'installation,"Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76476
D34,Autre,"Dépôt de déchets, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76476
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76447
D33,Origine accidentelle,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76489
H17,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76498
M1,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76238
D13,Liquidation ou cessation d'activité,"Dépôt enterré, Dépôt de produits divers, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76322
K41,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Dépôt de produits divers, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76384
J1,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76351
D33,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76305
K5,Liquidation ou cessation d'activité,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76414
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76540
L13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76681
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76212
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76165
H13,Liquidation ou cessation d'activité,"Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76255
,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76705
J52,Liquidation ou cessation d'activité,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76222
,Origine accidentelle,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76681
D13,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76351
K36,Dépôt sauvage de déchets,Dépôt de produits divers,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76468
D36,Pollution due au fonctionnement de l'installation,"Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76533
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76384
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76259
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76114
H13,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76624
G,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76322
H14,Liquidation ou cessation d'activité,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76414
D13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76351
D,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76384
,Autre,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76447
M1,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76351
K,Autre,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76088
H13,Liquidation ou cessation d'activité,Dépôt de produits divers,", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,76540
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76351
D12,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76476
J53,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76351
G14,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76750
D35,Liquidation ou cessation d'activité,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76217
B13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76217
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76640
H12,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76561
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76561
D62,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76231
H16,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76165
D36,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76540
H18,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76216
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76305
H1,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76305
D33,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76305
,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76305
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76660
H1,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76660
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76305
,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76489
H1,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76305
,Autre,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76657
K41,Origine accidentelle,"Dépôt enterré, Sol pollué, Nappe polluée, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76384
D32,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Dépôt de produits divers, Nappe polluée, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76660
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76351
D71,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76384
,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76305
,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76476
D12,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76305
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,76164
J1,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76216
,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76231
,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76312
,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76341
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76462
J1,Liquidation ou cessation d'activité,Dépôt enterré,", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,76758
J1,Liquidation ou cessation d'activité,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76212
J1,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76231
J1,Liquidation ou cessation d'activité,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76711
L2,Liquidation ou cessation d'activité,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76057
G14,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76705
,,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76489
H21,Autre,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76561
D3,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76561
,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76705
D3,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76484
K5,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76065
D33,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76476
K32,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76384
D13,,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76351
D13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76351
D13,Origine accidentelle,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76305
K5,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76305
J5,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76341
D38,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76114
K21,Liquidation ou cessation d'activité,"Dépôt de déchets, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76382
H13,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76750
M1,,Dépôt de produits divers,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76743
H11,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76624
H13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76164
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76636
H14,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76217
,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76575
