code_activite_icpe,origine_pollution,type_pollution,produits,etat_site,code_insee
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73031
D13,Pollution due au fonctionnement de l'installation,"Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73105
L1,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73179
H11,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73058
D13,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73032
L23,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,73250
L2,Origine accidentelle,"Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73117
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73065
H11,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73121
M1,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73329
L,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73065
G15,Liquidation ou cessation d'activité,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73065
H13,Liquidation ou cessation d'activité,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73213
C11,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,73006
D72,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,73011
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73006
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73304
L21,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,73270
L23,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73250
C11,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73010
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73008
,Liquidation ou cessation d'activité,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73187
,Liquidation ou cessation d'activité,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73065
,Liquidation ou cessation d'activité,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73065
,Liquidation ou cessation d'activité,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,73010
,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73031
K,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73153
L23,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,73306
D3,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,73194
K5,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,73032
K5,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73032
H,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73241
L23,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73079
K2,,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,73257
J1,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73008
K21,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,73257
K21,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73187
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,73191
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73124
K2,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73227
K21,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73100
K36,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73240
K36,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73047
J22,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73303
K5,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73010
J22,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73303
,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73002
,,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73019
,,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73201
,,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73055
K5,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73196
,Dépôt sauvage de déchets,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73006
,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73248
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,73329
,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,73011
J4,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74241
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
L23,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74010
J32,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
H11,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74037
J5,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74305
H11,Dépôt sauvage de déchets,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74225
H11,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74255
H13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
H13,Autre,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
J53,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
L13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
K35,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,74152
D32,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74213
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74123
D13,,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
K36,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74208
J42,Pollution due au fonctionnement de l'installation,Dépôt de produits divers,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74208
J42,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74208
D13,Liquidation ou cessation d'activité,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74243
J1,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74008
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74298
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74305
H13,Origine accidentelle,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74124
K52,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,74010
L23,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
L23,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74012
K5,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74166
D,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74164
H,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
H1,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74305
H21,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74031
C22,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
H11,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74164
K52,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74208
L13,Pollution due au fonctionnement de l'installation,Dépôt enterré,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74010
H14,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,74010
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74010
D13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
K21,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74208
K22,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
K22,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74272
D13,Pollution due au fonctionnement de l'installation,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
K36,Autre,"Dépôt de déchets, Dépôt aérien, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74282
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74012
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74215
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74215
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74143
H11,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74298
M1,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74225
M1,Pollution due au fonctionnement de l'installation,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74305
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74043
H11,Pollution due au fonctionnement de l'installation,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74169
K21,Liquidation ou cessation d'activité,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74197
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74293
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74287
C13,Pollution due au fonctionnement de l'installation,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74281
L23,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74236
,Liquidation ou cessation d'activité,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74096
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74220
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74211
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74185
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74193
H11,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74169
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74032
H13,Origine accidentelle,"Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74305
H11,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74169
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74281
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74258
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74012
D42,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74012
H11,Liquidation ou cessation d'activité,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74169
H13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74278
H22,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74019
L23,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74123
H11,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74264
H12,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74081
,,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74150
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74123
H11,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74169
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
K35,Pollution due au fonctionnement de l'installation,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74224
K21,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74104
K42,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74224
K21,Dépôt sauvage de déchets,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74147
H13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74264
D13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
K21,Dépôt sauvage de déchets,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74155
K21,Dépôt sauvage de déchets,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74137
K21,Dépôt sauvage de déchets,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74157
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74213
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74081
D13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74243
K52,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74010
H13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74124
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74119
H14,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74243
J52,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74105
G22,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74281
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74218
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74123
H11,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,74019
K52,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74309
H1,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,74012
D31,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,74208
L23,Origine accidentelle,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,75056
L23,Origine accidentelle,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
H,Pollution due au fonctionnement de l'installation,"Dépôt de produits divers, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,75056
H13,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,75056
I21,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,75056
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,75056
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
D13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
L23,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
L13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
L22,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
L23,Liquidation ou cessation d'activité,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,75056
K32,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76125
K36,,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,76192
,,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76217
,,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76319
,Origine accidentelle,Dépôt de produits divers,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76711
D12,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76497
K36,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76602
K36,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76178
K36,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76231
,,"Dépôt de déchets, Dépôt enterré, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76705
,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt aérien",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76020
D37,,Dépôt de produits divers,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76157
D12,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76709
D36,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76484
L22,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76484
D3,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76484
K52,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt aérien, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76759
K22,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76322
J1,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76322
K21,Liquidation ou cessation d'activité,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76322
,Dépôt sauvage de déchets,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,76322
K21,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,76322
